Level1,Level2,Difference,CI_low,CI_high,log_BF
(Open-ULD),(Hood-ULD),42.13321856527578,24.732763953930395,59.38171506375163,0
(Hood-TTI),(Open-AIXR),-60.29653910239808,-77.711591675077,-43.37789911062556,0
(Hood-TTI),(Open-TTI),-12.936603520207228,-30.183872110891027,4.1441690834475935,0
(Hood-TTI),(Hood-AIXR),-4.142546063991789,-20.12838062936644,11.09387927286349,0
(Hood-TTI),(Hood-ULD),-3.5302532796262973,-19.697654584374536,12.484129114902537,0
(Open-AIXR),(Open-TTI),47.25645855434663,28.96950794250982,65.17225128608497,0
(Open-AIXR),(Hood-AIXR),56.01721084208772,38.36678481003639,73.38588473866147,0
(Open-AIXR),(Hood-ULD),56.735792786072224,40.10164618771588,75.73946199591435,0
(Open-TTI),(Hood-AIXR),8.619473181302347,-8.442828054206558,25.93416811936678,0
(Open-TTI),(Hood-ULD),9.437069690707578,-8.483627552633713,26.979215006857835,0
(Hood-AIXR),(Hood-ULD),0.54846563576627,-16.421709877058532,16.688702018394775,0
