Level1,Level2,Difference,CI_low,CI_high,log_BF
(Open-ULD),(Hood-TTI),-0.032031032875159,-0.1801610832431736,0.12133286649263395,0
(Open-ULD),(Open-AIXR),-0.014985764403029983,-0.17027877318966259,0.1248552884114319,0
(Open-ULD),(Open-TTI),-0.037841525875046175,-0.18486237036265651,0.1193589944963781,0
(Open-ULD),(Hood-AIXR),1.3756779910093636e-4,-0.14548163368286562,0.15998536172424743,0
(Open-ULD),(Hood-ULD),-0.026611865406165613,-0.16375559340313842,0.1273091471382562,0
(Hood-TTI),(Open-AIXR),0.01694788510013573,-0.12545279269865472,0.17416241672609667,0
(Hood-TTI),(Open-TTI),-0.006253408630124288,-0.16356637613077957,0.14554173533566156,0
(Hood-TTI),(Hood-AIXR),0.0321006391150542,-0.11621942497661797,0.18012213853530767,0
(Hood-TTI),(Hood-ULD),0.002996454170037882,-0.14656564099890476,0.1470637957577527,0
(Open-AIXR),(Open-TTI),-0.02128472823387388,-0.17046216600275665,0.13113760895076237,0
(Open-AIXR),(Hood-AIXR),0.0134273791638308,-0.12289849585962209,0.1810115625428473,0
(Open-AIXR),(Hood-ULD),-0.012056800590996411,-0.16703033916343976,0.13040902277190475,0
(Open-TTI),(Hood-AIXR),0.038957090743719336,-0.11554663736800111,0.19077062929005079,0
(Open-TTI),(Hood-ULD),0.009516747623045857,-0.13619040257789444,0.16802608088041898,0
(Hood-AIXR),(Hood-ULD),-0.02807582099785197,-0.1769540816921499,0.1235862422145993,0
